locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1729521,Senor Sisig,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,23MFF-00011,APPROVED,Various menu items & drinks,6012853.387,2119060.762,37.799260113502300,-122.39961794865500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00011&ExportPDF=1&Filename=23MFF-00011_schedule.pdf,,,10/03/2023 12:00:00 AM,20230926,0,11/15/2024 12:00:00 AM,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
1163784,"SOHOMEI, LLC",Truck,13064000,VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,3588006,3588,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006152.35,2105247.76,37.760957168278500,-122.42182419935800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:11AM-12PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.760957168278544, -122.42182419935827)",2,4,5,28859,19
1334819,tacos y pupusas los trinos,,9158000,MISSION ST: AVALON AVE to COTTER ST (4368 - 4439),4384 MISSION ST,6798004,6798,4,19MFF-00048,REQUESTED,,6002680.03,2093158.531,37.727566537591700,-122.4329697019890,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00048&ExportPDF=1&Filename=19MFF-00048_schedule.pdf,,,,20190703,0,,"(37.727566537591706, -122.4329697019889)",9,7,6,28861,25
1587522,"Chairman SF, LLC",Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,21MFF-00153,EXPIRED,Baos: bowls & drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,0,11/15/2022 12:00:00 AM,"(0.0, 0.0)",,,,,
1723821,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.76746628714480,-122.39086028943100,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,09/12/2023 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.76746628714475, -122.39086028943053)",14,3,9,310,20
1575179,Park's Catering,Truck,198201,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,3450 03RD ST,5211029,5211,29,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015874.731,2099503.899,37.74572922168840,-122.38779765083700,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74572922168844, -122.38779765083679)",10,3,8,58,1
1569152,Datam SF LLC dba Anzu To You,Truck,12463000,TAYLOR ST: BAY ST to NORTH POINT ST (2500 - 2599),2535 TAYLOR ST,29007,29,7,21MFF-00106,EXPIRED,Asian Fusion - Japanese Sandwiches/Sliders/Misubi,6008186.35457,2121568.81783,37.805885350101000,-122.41594524663700,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00106&ExportPDF=1&Filename=21MFF-00106_schedule.pdf,,,11/05/2021 12:00:00 AM,20211105,0,11/15/2022 12:00:00 AM,"(37.805885350100986, -122.41594524663745)",5,1,10,308,23
1591786,Faith Sandwich,Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,22MFF-00013,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6013902.41,2116435.193,37.79210933860900,-122.39580386550200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00013&ExportPDF=1&Filename=22MFF-00013_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.79210933860902, -122.39580386550163)",12,2,9,28855,6
1723885,Brazuca Grill,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015620.25,2106039.246,37.7636598013494,-122.38913385740500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.7636598013494, -122.38913385740454)",14,3,8,28856,29
963985,Singh Brothers Ice Cream,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,4849006,4849,6,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014513.081,2092146.105,37.725450702172300,-122.39199164141800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:1PM-2PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.725450702172296, -122.39199164141809)",10,3,8,58,1
1575186,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,2,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019061.11822,2096525.4056,37.737726866595800,-122.37657291457300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.737726866595764, -122.37657291457295)",10,3,8,58,1
1591832,Shah's Halal Food,Push Cart,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,22MFF-00022,SUSPEND,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,6012582.228,2115893.453,37.79054831818320,-122.40033367367900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00022&ExportPDF=1&Filename=22MFF-00022_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.79054831818324, -122.40033367367877)",4,1,10,28854,6
848080,Taqueria Lolita,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),1700 EVANS AVE,5227001,5227,1,16MFF-0128,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014950.929,2099216.653,37.744889286143,-122.39097197693500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,Th/Fr/Sa:7AM-3PM,,08/01/2017 12:00:00 AM,20160622,0,03/15/2018 12:00:00 AM,"(37.744889286143, -122.39097197693538)",10,3,8,58,1
1535610,Wu Wei LLC dba MoBowl,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),500 HOWARD ST,3721011,3721,11,21MFF-00076,EXPIRED,Various types of meat: veggie: and seafood bowls.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00076&ExportPDF=1&Filename=21MFF-00076_schedule.pdf,,,07/02/2021 12:00:00 AM,20210701,1,11/15/2021 12:00:00 AM,"(0.0, 0.0)",,,,,
1732541,Bonito Poke,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6013786.26714,2114936.80369,37.78798864899530,-122.39610066847200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 12:00:00 AM,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
1591784,FRUITYMANIA,Push Cart,8747102,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,1,22MFF-00012,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,6010997.43389,2113901.46037,37.784990279306500,-122.40567662907200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00012&ExportPDF=1&Filename=22MFF-00012_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.784990279306456, -122.40567662907203)",12,2,9,28853,34
1738647,Eva's Catering,Truck,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,1,23MFF-00043,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.722629217598300,-122.39006184632700,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00043&ExportPDF=1&Filename=23MFF-00043_schedule.pdf,,,11/13/2023 12:00:00 AM,20231108,0,11/15/2024 12:00:00 AM,"(37.722629217598346, -122.39006184632663)",10,3,8,58,1
1723812,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.13742,2095078.99168,37.73314239514260,-122.41456863241900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,09/12/2023 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.73314239514255, -122.41456863241858)",2,7,7,28859,2
1730565,DO UC US Mobile Catering,Truck,19986000,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,8716001,8716,1,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015098.414,2108321.616,37.76989774889610,-122.3910982796350,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 12:00:00 AM,20231004,1,11/15/2024 12:00:00 AM,"(37.76989774889607, -122.3910982796345)",14,3,9,310,20
1723907,Brazuca Grill,Truck,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012315.623,2092832.142,37.727212173900400,-122.39963625164400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.727212173900384, -122.39963625164356)",10,3,8,58,1
1575185,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.74671130304030,-122.39215031945300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74671130304029, -122.39215031945261)",10,3,8,58,1
1732705,Roadside Rotisserie Corporation / Country Grill,Truck,3527000,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),300 CALIFORNIA ST,238002,238,2,23MFF-00023,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6012600.766,2116948.597,37.79344652781610,-122.40034367559200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00023&ExportPDF=1&Filename=23MFF-00023_schedule.pdf,,,12/15/2023 12:00:00 AM,20231011,0,11/15/2024 12:00:00 AM,"(37.79344652781607, -122.40034367559197)",4,1,10,28854,6
1738245,Zuri Food Facilities,Truck,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,23MFF-00036,APPROVED,Peruvian Food Served Hot,6012002.812,2116560.078,37.792346385148,-122.40238532279400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00036&ExportPDF=1&Filename=23MFF-00036_schedule.pdf,,,11/15/2023 12:00:00 AM,20231103,0,11/15/2024 12:00:00 AM,"(37.792346385148, -122.40238532279395)",4,1,10,28854,6
1741653,Truly Food & More,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,23MFF-00046,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,6013786.26714,2114936.80369,37.78798864899530,-122.39610066847200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00046&ExportPDF=1&Filename=23MFF-00046_schedule.pdf,,,11/16/2023 12:00:00 AM,20231116,1,11/15/2024 12:00:00 AM,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
963996,Singh Brothers Ice Cream,Truck,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,27,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014750.983,2097205.93,37.73935716086750,-122.39152281175900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:4PM-5PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.73935716086751, -122.39152281175875)",10,3,8,58,1
1738309,San Francisco's Hometown Creamery,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,292002,292,2,23MFF-00039,APPROVED,Ice Cream: Waffle Cones,6011970.278,2115432.874,37.78924953407510,-122.40241859729400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00039&ExportPDF=1&Filename=23MFF-00039_schedule.pdf,,,11/06/2023 12:00:00 AM,20231106,0,11/15/2024 12:00:00 AM,"(37.78924953407508, -122.40241859729358)",4,1,10,28854,6
1723893,Brazuca Grill,Truck,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015058.106,2091452.65,37.7235768564887,-122.39005910139900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.7235768564887, -122.39005910139933)",10,3,8,58,1
1010174,Julie's Hot Dogs,Truck,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2386 MISSION ST,3596119,3596,119,15MFF-0007,REQUESTED,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.,6006843.48,2104477.073,37.75887999201480,-122.41937920298400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0007&ExportPDF=1&Filename=15MFF-0007_schedule.pdf,Tu/We/Th:12AM-3AM;Mo-We:12PM-12AM,,,20150223,0,,"(37.75887999201479, -122.41937920298372)",2,4,7,28859,19
1738246,Zuri Food Facilities,Truck,12045000,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,23MFF-00037,APPROVED,Peruvian Food Served Hot,6014423.85,2116439.642,37.792150548481700,-122.39399997405900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00037&ExportPDF=1&Filename=23MFF-00037_schedule.pdf,,,11/15/2023 12:00:00 AM,20231103,0,11/15/2024 12:00:00 AM,"(37.792150548481686, -122.39399997405945)",12,2,9,28855,6
1730564,DO UC US Mobile Catering,Truck,185104,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,23MFF-00015,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.18414,2108672.39344,37.77089223103180,-122.3891692314830,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00015&ExportPDF=1&Filename=23MFF-00015_schedule.pdf,,,10/12/2023 12:00:00 AM,20231004,1,11/15/2024 12:00:00 AM,"(37.77089223103183, -122.3891692314827)",14,3,9,310,20
